system:index,probability,.geo
1778_0,0.40898508,"{""type"":""MultiPoint"",""coordinates"":[]}"
1787_0,0.4214472,"{""type"":""MultiPoint"",""coordinates"":[]}"
1790_0,0.021088053,"{""type"":""MultiPoint"",""coordinates"":[]}"
1792_0,0.015139095,"{""type"":""MultiPoint"",""coordinates"":[]}"
1795_0,0.0956628,"{""type"":""MultiPoint"",""coordinates"":[]}"
1796_0,0.5214101,"{""type"":""MultiPoint"",""coordinates"":[]}"
1797_0,0.48066166,"{""type"":""MultiPoint"",""coordinates"":[]}"
1798_0,0.18877323,"{""type"":""MultiPoint"",""coordinates"":[]}"
1801_0,0.18456773,"{""type"":""MultiPoint"",""coordinates"":[]}"
1802_0,0.049482852,"{""type"":""MultiPoint"",""coordinates"":[]}"
1803_0,0.10952454,"{""type"":""MultiPoint"",""coordinates"":[]}"
1806_0,0.18784806,"{""type"":""MultiPoint"",""coordinates"":[]}"
1807_0,0.49279243,"{""type"":""MultiPoint"",""coordinates"":[]}"
1811_0,0.3287856,"{""type"":""MultiPoint"",""coordinates"":[]}"
1814_0,0.0879931,"{""type"":""MultiPoint"",""coordinates"":[]}"
1816_0,0.10284163,"{""type"":""MultiPoint"",""coordinates"":[]}"
1817_0,0.18877323,"{""type"":""MultiPoint"",""coordinates"":[]}"
1818_0,0.17328624,"{""type"":""MultiPoint"",""coordinates"":[]}"
1820_0,0.022064786,"{""type"":""MultiPoint"",""coordinates"":[]}"
1821_0,0.14159451,"{""type"":""MultiPoint"",""coordinates"":[]}"
1822_0,0.08271224,"{""type"":""MultiPoint"",""coordinates"":[]}"
1824_0,0.032869987,"{""type"":""MultiPoint"",""coordinates"":[]}"
1827_0,0.23077728,"{""type"":""MultiPoint"",""coordinates"":[]}"
1833_0,0.18877323,"{""type"":""MultiPoint"",""coordinates"":[]}"
1835_0,0.13127942,"{""type"":""MultiPoint"",""coordinates"":[]}"
1837_0,0.23077728,"{""type"":""MultiPoint"",""coordinates"":[]}"
1838_0,0.96710306,"{""type"":""MultiPoint"",""coordinates"":[]}"
1839_0,0.2382989,"{""type"":""MultiPoint"",""coordinates"":[]}"
1840_0,0.9982206,"{""type"":""MultiPoint"",""coordinates"":[]}"
1841_0,0.10285099,"{""type"":""MultiPoint"",""coordinates"":[]}"
1850_0,0.16923568,"{""type"":""MultiPoint"",""coordinates"":[]}"
1851_0,0.42157695,"{""type"":""MultiPoint"",""coordinates"":[]}"
1852_0,0.22771835,"{""type"":""MultiPoint"",""coordinates"":[]}"
1853_0,0.014133324,"{""type"":""MultiPoint"",""coordinates"":[]}"
1858_0,0.28910428,"{""type"":""MultiPoint"",""coordinates"":[]}"
1859_0,0.17182064,"{""type"":""MultiPoint"",""coordinates"":[]}"
1860_0,0.17230389,"{""type"":""MultiPoint"",""coordinates"":[]}"
1861_0,0.038098253,"{""type"":""MultiPoint"",""coordinates"":[]}"
1864_0,0.22164308,"{""type"":""MultiPoint"",""coordinates"":[]}"
1865_0,0.16103384,"{""type"":""MultiPoint"",""coordinates"":[]}"
1866_0,0.07615826,"{""type"":""MultiPoint"",""coordinates"":[]}"
1868_0,0.03296321,"{""type"":""MultiPoint"",""coordinates"":[]}"
1869_0,0.49305028,"{""type"":""MultiPoint"",""coordinates"":[]}"
1871_0,0.1738741,"{""type"":""MultiPoint"",""coordinates"":[]}"
1872_0,0.97914904,"{""type"":""MultiPoint"",""coordinates"":[]}"
1874_0,0.0025054368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1876_0,0.23312505,"{""type"":""MultiPoint"",""coordinates"":[]}"
1877_0,0.17469779,"{""type"":""MultiPoint"",""coordinates"":[]}"
1878_0,0.13333978,"{""type"":""MultiPoint"",""coordinates"":[]}"
1880_0,0.033180647,"{""type"":""MultiPoint"",""coordinates"":[]}"
1887_0,0.044971425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1890_0,0.43402666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1894_0,0.9981976,"{""type"":""MultiPoint"",""coordinates"":[]}"
1898_0,0.0024157963,"{""type"":""MultiPoint"",""coordinates"":[]}"
1899_0,0.56562084,"{""type"":""MultiPoint"",""coordinates"":[]}"
1900_0,0.81435645,"{""type"":""MultiPoint"",""coordinates"":[]}"
1902_0,0.18998411,"{""type"":""MultiPoint"",""coordinates"":[]}"
1903_0,0.097796425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1904_0,0.18456773,"{""type"":""MultiPoint"",""coordinates"":[]}"
1905_0,0.99834627,"{""type"":""MultiPoint"",""coordinates"":[]}"
1907_0,0.99708134,"{""type"":""MultiPoint"",""coordinates"":[]}"
1912_0,0.19359218,"{""type"":""MultiPoint"",""coordinates"":[]}"
1918_0,0.61854666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1923_0,0.105786815,"{""type"":""MultiPoint"",""coordinates"":[]}"
1927_0,0.09343831,"{""type"":""MultiPoint"",""coordinates"":[]}"
1928_0,0.021384932,"{""type"":""MultiPoint"",""coordinates"":[]}"
1931_0,0.09558582,"{""type"":""MultiPoint"",""coordinates"":[]}"
1934_0,0.2382989,"{""type"":""MultiPoint"",""coordinates"":[]}"
1936_0,0.12563357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1941_0,0.36087003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1943_0,0.5647319,"{""type"":""MultiPoint"",""coordinates"":[]}"
1945_0,0.101116106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1947_0,0.2852558,"{""type"":""MultiPoint"",""coordinates"":[]}"
1948_0,0.062192984,"{""type"":""MultiPoint"",""coordinates"":[]}"
1950_0,0.5364599,"{""type"":""MultiPoint"",""coordinates"":[]}"
1952_0,0.10285099,"{""type"":""MultiPoint"",""coordinates"":[]}"
1955_0,0.010467444,"{""type"":""MultiPoint"",""coordinates"":[]}"
1957_0,0.105786815,"{""type"":""MultiPoint"",""coordinates"":[]}"
1958_0,0.07264655,"{""type"":""MultiPoint"",""coordinates"":[]}"
1960_0,0.17502892,"{""type"":""MultiPoint"",""coordinates"":[]}"
1963_0,0.011475624,"{""type"":""MultiPoint"",""coordinates"":[]}"
1967_0,0.26329228,"{""type"":""MultiPoint"",""coordinates"":[]}"
1968_0,0.99708134,"{""type"":""MultiPoint"",""coordinates"":[]}"
1972_0,0.32455787,"{""type"":""MultiPoint"",""coordinates"":[]}"
1973_0,0.044971425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1982_0,0.36119714,"{""type"":""MultiPoint"",""coordinates"":[]}"
1988_0,0.18456773,"{""type"":""MultiPoint"",""coordinates"":[]}"
1996_0,8.9404575E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1997_0,0.03000763,"{""type"":""MultiPoint"",""coordinates"":[]}"
2003_0,0.48629543,"{""type"":""MultiPoint"",""coordinates"":[]}"
2004_0,0.18456773,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_0,0.09554416,"{""type"":""MultiPoint"",""coordinates"":[]}"
2009_0,0.29140612,"{""type"":""MultiPoint"",""coordinates"":[]}"
2010_0,0.08960526,"{""type"":""MultiPoint"",""coordinates"":[]}"
2016_0,0.07082936,"{""type"":""MultiPoint"",""coordinates"":[]}"
2018_0,0.21860784,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_0,0.05755054,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_0,0.12755437,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_0,0.2290082,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_0,0.022336591,"{""type"":""MultiPoint"",""coordinates"":[]}"
2026_0,0.059212394,"{""type"":""MultiPoint"",""coordinates"":[]}"
2029_0,0.1356467,"{""type"":""MultiPoint"",""coordinates"":[]}"
2036_0,0.021263884,"{""type"":""MultiPoint"",""coordinates"":[]}"
2038_0,0.2872208,"{""type"":""MultiPoint"",""coordinates"":[]}"
2042_0,0.012305924,"{""type"":""MultiPoint"",""coordinates"":[]}"
2043_0,0.37606007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2048_0,0.17502892,"{""type"":""MultiPoint"",""coordinates"":[]}"
2049_0,0.30083594,"{""type"":""MultiPoint"",""coordinates"":[]}"
2050_0,0.10059872,"{""type"":""MultiPoint"",""coordinates"":[]}"
2053_0,0.2378419,"{""type"":""MultiPoint"",""coordinates"":[]}"
2056_0,0.022349652,"{""type"":""MultiPoint"",""coordinates"":[]}"
2061_0,0.017406274,"{""type"":""MultiPoint"",""coordinates"":[]}"
2063_0,0.30628327,"{""type"":""MultiPoint"",""coordinates"":[]}"
2066_0,0.020869631,"{""type"":""MultiPoint"",""coordinates"":[]}"
2067_0,0.02278664,"{""type"":""MultiPoint"",""coordinates"":[]}"
2070_0,0.14827345,"{""type"":""MultiPoint"",""coordinates"":[]}"
2072_0,0.0039507416,"{""type"":""MultiPoint"",""coordinates"":[]}"
2073_0,0.9619775,"{""type"":""MultiPoint"",""coordinates"":[]}"
2074_0,0.10059872,"{""type"":""MultiPoint"",""coordinates"":[]}"
2075_0,0.10285099,"{""type"":""MultiPoint"",""coordinates"":[]}"
2079_0,0.24566188,"{""type"":""MultiPoint"",""coordinates"":[]}"
2082_0,0.079751395,"{""type"":""MultiPoint"",""coordinates"":[]}"
2084_0,0.022156408,"{""type"":""MultiPoint"",""coordinates"":[]}"
2086_0,0.21630241,"{""type"":""MultiPoint"",""coordinates"":[]}"
2089_0,0.114047475,"{""type"":""MultiPoint"",""coordinates"":[]}"
2090_0,0.11592372,"{""type"":""MultiPoint"",""coordinates"":[]}"
2091_0,0.10651422,"{""type"":""MultiPoint"",""coordinates"":[]}"
2094_0,0.35924155,"{""type"":""MultiPoint"",""coordinates"":[]}"
2096_0,0.5647319,"{""type"":""MultiPoint"",""coordinates"":[]}"
2097_0,0.021263884,"{""type"":""MultiPoint"",""coordinates"":[]}"
2098_0,0.78690344,"{""type"":""MultiPoint"",""coordinates"":[]}"
2104_0,0.10879289,"{""type"":""MultiPoint"",""coordinates"":[]}"
2106_0,0.3704082,"{""type"":""MultiPoint"",""coordinates"":[]}"
2108_0,0.03296321,"{""type"":""MultiPoint"",""coordinates"":[]}"
2109_0,0.42129546,"{""type"":""MultiPoint"",""coordinates"":[]}"
2110_0,0.0075883036,"{""type"":""MultiPoint"",""coordinates"":[]}"
2114_0,0.34347838,"{""type"":""MultiPoint"",""coordinates"":[]}"
2115_0,0.42613247,"{""type"":""MultiPoint"",""coordinates"":[]}"
2118_0,0.01569803,"{""type"":""MultiPoint"",""coordinates"":[]}"
2124_0,0.0965265,"{""type"":""MultiPoint"",""coordinates"":[]}"
2125_0,0.076491505,"{""type"":""MultiPoint"",""coordinates"":[]}"
2128_0,0.4976047,"{""type"":""MultiPoint"",""coordinates"":[]}"
2134_0,0.054815147,"{""type"":""MultiPoint"",""coordinates"":[]}"
2135_0,0.15530746,"{""type"":""MultiPoint"",""coordinates"":[]}"
2137_0,0.92435706,"{""type"":""MultiPoint"",""coordinates"":[]}"
2140_0,0.017318152,"{""type"":""MultiPoint"",""coordinates"":[]}"
2142_0,0.107677706,"{""type"":""MultiPoint"",""coordinates"":[]}"
2144_0,0.11257507,"{""type"":""MultiPoint"",""coordinates"":[]}"
2150_0,0.070046775,"{""type"":""MultiPoint"",""coordinates"":[]}"
2155_0,0.105786815,"{""type"":""MultiPoint"",""coordinates"":[]}"
2156_0,0.11229959,"{""type"":""MultiPoint"",""coordinates"":[]}"
2159_0,0.11579308,"{""type"":""MultiPoint"",""coordinates"":[]}"
2161_0,0.097796425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2162_0,0.25650725,"{""type"":""MultiPoint"",""coordinates"":[]}"
2163_0,0.082366966,"{""type"":""MultiPoint"",""coordinates"":[]}"
2165_0,0.09334352,"{""type"":""MultiPoint"",""coordinates"":[]}"
2166_0,0.105786815,"{""type"":""MultiPoint"",""coordinates"":[]}"
2167_0,0.0823449,"{""type"":""MultiPoint"",""coordinates"":[]}"
2169_0,0.12990949,"{""type"":""MultiPoint"",""coordinates"":[]}"
2170_0,0.012156589,"{""type"":""MultiPoint"",""coordinates"":[]}"
2172_0,0.14032865,"{""type"":""MultiPoint"",""coordinates"":[]}"
2173_0,0.06764397,"{""type"":""MultiPoint"",""coordinates"":[]}"
2176_0,0.10285099,"{""type"":""MultiPoint"",""coordinates"":[]}"
2182_0,0.4976047,"{""type"":""MultiPoint"",""coordinates"":[]}"
2183_0,0.0024157963,"{""type"":""MultiPoint"",""coordinates"":[]}"
2184_0,0.011943824,"{""type"":""MultiPoint"",""coordinates"":[]}"
2188_0,0.01953822,"{""type"":""MultiPoint"",""coordinates"":[]}"
2190_0,0.32196933,"{""type"":""MultiPoint"",""coordinates"":[]}"
2199_0,0.11451499,"{""type"":""MultiPoint"",""coordinates"":[]}"
2201_0,0.023535041,"{""type"":""MultiPoint"",""coordinates"":[]}"
2202_0,0.29140612,"{""type"":""MultiPoint"",""coordinates"":[]}"
2205_0,0.073926896,"{""type"":""MultiPoint"",""coordinates"":[]}"
2209_0,0.097796425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2210_0,0.8528581,"{""type"":""MultiPoint"",""coordinates"":[]}"
2211_0,0.25466982,"{""type"":""MultiPoint"",""coordinates"":[]}"
2217_0,0.384725,"{""type"":""MultiPoint"",""coordinates"":[]}"
2219_0,0.07614812,"{""type"":""MultiPoint"",""coordinates"":[]}"
2225_0,0.21437073,"{""type"":""MultiPoint"",""coordinates"":[]}"
2227_0,0.52248955,"{""type"":""MultiPoint"",""coordinates"":[]}"
2230_0,0.21998142,"{""type"":""MultiPoint"",""coordinates"":[]}"
2233_0,0.10952454,"{""type"":""MultiPoint"",""coordinates"":[]}"
2236_0,0.13818116,"{""type"":""MultiPoint"",""coordinates"":[]}"
2237_0,0.28366423,"{""type"":""MultiPoint"",""coordinates"":[]}"
2241_0,0.05285938,"{""type"":""MultiPoint"",""coordinates"":[]}"
2244_0,0.3361892,"{""type"":""MultiPoint"",""coordinates"":[]}"
2247_0,0.03296321,"{""type"":""MultiPoint"",""coordinates"":[]}"
2253_0,0.22559902,"{""type"":""MultiPoint"",""coordinates"":[]}"
2256_0,0.4661105,"{""type"":""MultiPoint"",""coordinates"":[]}"
2260_0,0.053750552,"{""type"":""MultiPoint"",""coordinates"":[]}"
2262_0,0.384725,"{""type"":""MultiPoint"",""coordinates"":[]}"
2265_0,0.1687904,"{""type"":""MultiPoint"",""coordinates"":[]}"
2266_0,0.013554166,"{""type"":""MultiPoint"",""coordinates"":[]}"
2267_0,0.10885331,"{""type"":""MultiPoint"",""coordinates"":[]}"
2268_0,0.9901895,"{""type"":""MultiPoint"",""coordinates"":[]}"
2276_0,0.13659596,"{""type"":""MultiPoint"",""coordinates"":[]}"
2277_0,0.15882993,"{""type"":""MultiPoint"",""coordinates"":[]}"
2279_0,0.10952454,"{""type"":""MultiPoint"",""coordinates"":[]}"
2280_0,0.16711253,"{""type"":""MultiPoint"",""coordinates"":[]}"
2282_0,0.33717155,"{""type"":""MultiPoint"",""coordinates"":[]}"
2283_0,0.04760625,"{""type"":""MultiPoint"",""coordinates"":[]}"
2284_0,0.2885566,"{""type"":""MultiPoint"",""coordinates"":[]}"
2286_0,0.0024157963,"{""type"":""MultiPoint"",""coordinates"":[]}"
2287_0,0.14462978,"{""type"":""MultiPoint"",""coordinates"":[]}"
2288_0,0.036663428,"{""type"":""MultiPoint"",""coordinates"":[]}"
2290_0,0.0039507416,"{""type"":""MultiPoint"",""coordinates"":[]}"
2297_0,0.28344387,"{""type"":""MultiPoint"",""coordinates"":[]}"
2306_0,0.11374652,"{""type"":""MultiPoint"",""coordinates"":[]}"
2311_0,0.03387099,"{""type"":""MultiPoint"",""coordinates"":[]}"
2312_0,0.20104857,"{""type"":""MultiPoint"",""coordinates"":[]}"
2322_0,0.6474862,"{""type"":""MultiPoint"",""coordinates"":[]}"
2323_0,0.031040011,"{""type"":""MultiPoint"",""coordinates"":[]}"
2325_0,0.022335274,"{""type"":""MultiPoint"",""coordinates"":[]}"
2330_0,0.22771835,"{""type"":""MultiPoint"",""coordinates"":[]}"
2331_0,0.25047827,"{""type"":""MultiPoint"",""coordinates"":[]}"
2335_0,0.12353567,"{""type"":""MultiPoint"",""coordinates"":[]}"
2337_0,0.0039507416,"{""type"":""MultiPoint"",""coordinates"":[]}"
2340_0,0.02264252,"{""type"":""MultiPoint"",""coordinates"":[]}"
2341_0,0.046445873,"{""type"":""MultiPoint"",""coordinates"":[]}"
2344_0,0.037156787,"{""type"":""MultiPoint"",""coordinates"":[]}"
2345_0,0.2806642,"{""type"":""MultiPoint"",""coordinates"":[]}"
2346_0,0.2731389,"{""type"":""MultiPoint"",""coordinates"":[]}"
2348_0,0.4770244,"{""type"":""MultiPoint"",""coordinates"":[]}"
2349_0,0.021119766,"{""type"":""MultiPoint"",""coordinates"":[]}"
2351_0,0.29140612,"{""type"":""MultiPoint"",""coordinates"":[]}"
2352_0,0.46801555,"{""type"":""MultiPoint"",""coordinates"":[]}"
2356_0,0.31285796,"{""type"":""MultiPoint"",""coordinates"":[]}"
2361_0,0.50064844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2362_0,0.014381545,"{""type"":""MultiPoint"",""coordinates"":[]}"
2363_0,0.29953003,"{""type"":""MultiPoint"",""coordinates"":[]}"
2364_0,0.54815483,"{""type"":""MultiPoint"",""coordinates"":[]}"
2366_0,0.105786815,"{""type"":""MultiPoint"",""coordinates"":[]}"
2367_0,0.45599988,"{""type"":""MultiPoint"",""coordinates"":[]}"
2374_0,0.11975249,"{""type"":""MultiPoint"",""coordinates"":[]}"
2382_0,0.17902705,"{""type"":""MultiPoint"",""coordinates"":[]}"
2387_0,0.025504066,"{""type"":""MultiPoint"",""coordinates"":[]}"
2388_0,0.063124426,"{""type"":""MultiPoint"",""coordinates"":[]}"
2390_0,0.2944757,"{""type"":""MultiPoint"",""coordinates"":[]}"
2391_0,0.021119766,"{""type"":""MultiPoint"",""coordinates"":[]}"
2393_0,0.22410962,"{""type"":""MultiPoint"",""coordinates"":[]}"
2395_0,0.01953822,"{""type"":""MultiPoint"",""coordinates"":[]}"
2409_0,0.3875038,"{""type"":""MultiPoint"",""coordinates"":[]}"
2412_0,0.1824111,"{""type"":""MultiPoint"",""coordinates"":[]}"
2414_0,0.009911352,"{""type"":""MultiPoint"",""coordinates"":[]}"
2415_0,0.8274994,"{""type"":""MultiPoint"",""coordinates"":[]}"
2417_0,0.011621363,"{""type"":""MultiPoint"",""coordinates"":[]}"
2419_0,0.075928405,"{""type"":""MultiPoint"",""coordinates"":[]}"
2420_0,0.3308999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2421_0,0.0024798817,"{""type"":""MultiPoint"",""coordinates"":[]}"
2422_0,0.07307701,"{""type"":""MultiPoint"",""coordinates"":[]}"
2424_0,0.29111573,"{""type"":""MultiPoint"",""coordinates"":[]}"
2425_0,0.8513526,"{""type"":""MultiPoint"",""coordinates"":[]}"
2429_0,0.105786815,"{""type"":""MultiPoint"",""coordinates"":[]}"
2431_0,0.9984116,"{""type"":""MultiPoint"",""coordinates"":[]}"
2432_0,0.105786815,"{""type"":""MultiPoint"",""coordinates"":[]}"
2433_0,0.35924155,"{""type"":""MultiPoint"",""coordinates"":[]}"
2435_0,0.063124426,"{""type"":""MultiPoint"",""coordinates"":[]}"
2436_0,0.25047827,"{""type"":""MultiPoint"",""coordinates"":[]}"
2437_0,0.0024157963,"{""type"":""MultiPoint"",""coordinates"":[]}"
2441_0,0.04254737,"{""type"":""MultiPoint"",""coordinates"":[]}"
2444_0,0.019925795,"{""type"":""MultiPoint"",""coordinates"":[]}"
2446_0,0.1093405,"{""type"":""MultiPoint"",""coordinates"":[]}"
2447_0,0.04878373,"{""type"":""MultiPoint"",""coordinates"":[]}"
2449_0,0.014283177,"{""type"":""MultiPoint"",""coordinates"":[]}"
2451_0,0.060817193,"{""type"":""MultiPoint"",""coordinates"":[]}"
2452_0,0.50064844,"{""type"":""MultiPoint"",""coordinates"":[]}"
2453_0,0.012327017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2454_0,0.0024798817,"{""type"":""MultiPoint"",""coordinates"":[]}"
2455_0,0.29505783,"{""type"":""MultiPoint"",""coordinates"":[]}"
2459_0,0.08462586,"{""type"":""MultiPoint"",""coordinates"":[]}"
2460_0,0.17604549,"{""type"":""MultiPoint"",""coordinates"":[]}"
2463_0,0.018476918,"{""type"":""MultiPoint"",""coordinates"":[]}"
2465_0,0.017836066,"{""type"":""MultiPoint"",""coordinates"":[]}"
2466_0,0.32147717,"{""type"":""MultiPoint"",""coordinates"":[]}"
2467_0,0.19359218,"{""type"":""MultiPoint"",""coordinates"":[]}"
2470_0,0.38543224,"{""type"":""MultiPoint"",""coordinates"":[]}"
2474_0,0.10695041,"{""type"":""MultiPoint"",""coordinates"":[]}"
2476_0,0.08960526,"{""type"":""MultiPoint"",""coordinates"":[]}"
2477_0,0.060817193,"{""type"":""MultiPoint"",""coordinates"":[]}"
2480_0,0.09343831,"{""type"":""MultiPoint"",""coordinates"":[]}"
2482_0,0.09511139,"{""type"":""MultiPoint"",""coordinates"":[]}"
2485_0,0.103687,"{""type"":""MultiPoint"",""coordinates"":[]}"
2487_0,0.18877323,"{""type"":""MultiPoint"",""coordinates"":[]}"
2494_0,0.021119766,"{""type"":""MultiPoint"",""coordinates"":[]}"
2495_0,0.8762298,"{""type"":""MultiPoint"",""coordinates"":[]}"
2498_0,0.03532275,"{""type"":""MultiPoint"",""coordinates"":[]}"
2499_0,0.021119766,"{""type"":""MultiPoint"",""coordinates"":[]}"
2502_0,0.47442412,"{""type"":""MultiPoint"",""coordinates"":[]}"
2505_0,0.18456773,"{""type"":""MultiPoint"",""coordinates"":[]}"
2506_0,0.18877323,"{""type"":""MultiPoint"",""coordinates"":[]}"
2508_0,0.110418975,"{""type"":""MultiPoint"",""coordinates"":[]}"
2510_0,0.025119998,"{""type"":""MultiPoint"",""coordinates"":[]}"
2515_0,0.09179158,"{""type"":""MultiPoint"",""coordinates"":[]}"
2519_0,0.0959975,"{""type"":""MultiPoint"",""coordinates"":[]}"
2521_0,0.17270221,"{""type"":""MultiPoint"",""coordinates"":[]}"
2523_0,0.06212306,"{""type"":""MultiPoint"",""coordinates"":[]}"
2525_0,0.02087596,"{""type"":""MultiPoint"",""coordinates"":[]}"
2526_0,0.06765379,"{""type"":""MultiPoint"",""coordinates"":[]}"
2528_0,0.090166606,"{""type"":""MultiPoint"",""coordinates"":[]}"
2530_0,0.18456773,"{""type"":""MultiPoint"",""coordinates"":[]}"
2532_0,0.035787992,"{""type"":""MultiPoint"",""coordinates"":[]}"
2540_0,0.20584886,"{""type"":""MultiPoint"",""coordinates"":[]}"
2541_0,0.05654828,"{""type"":""MultiPoint"",""coordinates"":[]}"
2544_0,0.062192984,"{""type"":""MultiPoint"",""coordinates"":[]}"
2553_0,0.15039869,"{""type"":""MultiPoint"",""coordinates"":[]}"
2556_0,0.48759544,"{""type"":""MultiPoint"",""coordinates"":[]}"
2558_0,0.25589645,"{""type"":""MultiPoint"",""coordinates"":[]}"
2563_0,0.2691035,"{""type"":""MultiPoint"",""coordinates"":[]}"
2565_0,0.9916289,"{""type"":""MultiPoint"",""coordinates"":[]}"
2566_0,0.24177404,"{""type"":""MultiPoint"",""coordinates"":[]}"
2567_0,0.40898508,"{""type"":""MultiPoint"",""coordinates"":[]}"
2570_0,0.17230389,"{""type"":""MultiPoint"",""coordinates"":[]}"
2571_0,0.30083594,"{""type"":""MultiPoint"",""coordinates"":[]}"
2574_0,0.11989372,"{""type"":""MultiPoint"",""coordinates"":[]}"
2583_0,0.18877323,"{""type"":""MultiPoint"",""coordinates"":[]}"
2584_0,0.092455596,"{""type"":""MultiPoint"",""coordinates"":[]}"
2585_0,0.24355017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2586_0,0.034183178,"{""type"":""MultiPoint"",""coordinates"":[]}"
2587_0,0.075928405,"{""type"":""MultiPoint"",""coordinates"":[]}"
2588_0,0.021491943,"{""type"":""MultiPoint"",""coordinates"":[]}"
2589_0,0.49203724,"{""type"":""MultiPoint"",""coordinates"":[]}"
2591_0,0.17230389,"{""type"":""MultiPoint"",""coordinates"":[]}"
2596_0,0.08368953,"{""type"":""MultiPoint"",""coordinates"":[]}"
2599_0,0.1093405,"{""type"":""MultiPoint"",""coordinates"":[]}"
2600_0,0.24355017,"{""type"":""MultiPoint"",""coordinates"":[]}"
2601_0,0.25650725,"{""type"":""MultiPoint"",""coordinates"":[]}"
2603_0,0.9358026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2604_0,0.105786815,"{""type"":""MultiPoint"",""coordinates"":[]}"
2606_0,0.076491505,"{""type"":""MultiPoint"",""coordinates"":[]}"
2611_0,0.5621558,"{""type"":""MultiPoint"",""coordinates"":[]}"
2612_0,0.85056007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2613_0,0.042822264,"{""type"":""MultiPoint"",""coordinates"":[]}"
2614_0,0.03296321,"{""type"":""MultiPoint"",""coordinates"":[]}"
2615_0,0.17796138,"{""type"":""MultiPoint"",""coordinates"":[]}"
2621_0,0.34801522,"{""type"":""MultiPoint"",""coordinates"":[]}"
2623_0,0.3909103,"{""type"":""MultiPoint"",""coordinates"":[]}"
2624_0,0.056347646,"{""type"":""MultiPoint"",""coordinates"":[]}"
2625_0,0.03356531,"{""type"":""MultiPoint"",""coordinates"":[]}"
2626_0,0.04355459,"{""type"":""MultiPoint"",""coordinates"":[]}"
2627_0,0.45860672,"{""type"":""MultiPoint"",""coordinates"":[]}"
2629_0,0.11975249,"{""type"":""MultiPoint"",""coordinates"":[]}"
2631_0,0.105786815,"{""type"":""MultiPoint"",""coordinates"":[]}"
2634_0,0.041292075,"{""type"":""MultiPoint"",""coordinates"":[]}"
2635_0,0.6160909,"{""type"":""MultiPoint"",""coordinates"":[]}"
2638_0,0.10285099,"{""type"":""MultiPoint"",""coordinates"":[]}"
2642_0,0.0024157963,"{""type"":""MultiPoint"",""coordinates"":[]}"
2643_0,0.019318884,"{""type"":""MultiPoint"",""coordinates"":[]}"
2646_0,0.5027908,"{""type"":""MultiPoint"",""coordinates"":[]}"
2648_0,0.3392879,"{""type"":""MultiPoint"",""coordinates"":[]}"
2652_0,0.1074901,"{""type"":""MultiPoint"",""coordinates"":[]}"
2654_0,0.84374654,"{""type"":""MultiPoint"",""coordinates"":[]}"
2657_0,0.23750053,"{""type"":""MultiPoint"",""coordinates"":[]}"
2660_0,0.07669952,"{""type"":""MultiPoint"",""coordinates"":[]}"
2662_0,0.1516062,"{""type"":""MultiPoint"",""coordinates"":[]}"
2664_0,0.062192984,"{""type"":""MultiPoint"",""coordinates"":[]}"
2665_0,0.8528581,"{""type"":""MultiPoint"",""coordinates"":[]}"
2668_0,0.18877323,"{""type"":""MultiPoint"",""coordinates"":[]}"
2670_0,0.024831124,"{""type"":""MultiPoint"",""coordinates"":[]}"
2672_0,0.12882078,"{""type"":""MultiPoint"",""coordinates"":[]}"
2674_0,0.5109282,"{""type"":""MultiPoint"",""coordinates"":[]}"
2678_0,0.021119766,"{""type"":""MultiPoint"",""coordinates"":[]}"
2679_0,0.983335,"{""type"":""MultiPoint"",""coordinates"":[]}"
2680_0,0.09460962,"{""type"":""MultiPoint"",""coordinates"":[]}"
2682_0,0.33560166,"{""type"":""MultiPoint"",""coordinates"":[]}"
2684_0,0.105786815,"{""type"":""MultiPoint"",""coordinates"":[]}"
2685_0,0.14356324,"{""type"":""MultiPoint"",""coordinates"":[]}"
2686_0,0.12110035,"{""type"":""MultiPoint"",""coordinates"":[]}"
2688_0,0.10285099,"{""type"":""MultiPoint"",""coordinates"":[]}"
