province,area_level_1_km2,area_level_2_km2,area_level_3_km2,area_level_4_km2
SD,38.99883114016848,27.034181983675808,12.494236531318165,35.52393676317297
JS,139.01384103659075,63.69099986925721,24.67786828498356,1.661224344628863
SH,98.72053931374103,34.32775190263055,9.885572019324172,2.000010174815543
ZJ,92.76965620467672,42.50196434627287,49.58802482584724,12.785209016583394
FJ,88.39502115512732,10.500373660733458,1.747816829069052,0.325843543284865
GDGX,4.2588792549213395,7.631880487373564,8.063328533899039,0.46941376163158566
