system:index,__unused__,bio_1,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,cec,cfvo,clay,control_type,gdem,nitrogen,ocd,ocs,phh2o,removal_age,salinity_0,sand,silt,slope,soc,water_temp_0,.geo
0,0.0,0.008616869528044736,0.8490378479550904,3.323416999931221E-4,3.1060391174644355,0.2874985671296749,0.15365801024776218,3.215306717815949,0.44256898480307544,2.1660344428885447,0.3661501372362129,0.8642843674721457,0.8849424671579355,2.542853126249115,0.6602024077063031,36.37880518570058,0.1277983510814628,3.4311611670848286E-4,0.2772260786242418,0.07703295934271048,1.480689434664309E-4,0.0,0.0017505078012870514,9.426364751812208,2.405826012545568,0.17988139288486013,0.0,0.0,4.046145564640214,24.444059808669,2.903215714963653,0.18885842818066081,0.7886919774382949,0.6613952516211669,0.08485819421701521,2.4600732300626227,"{""type"":""MultiPoint"",""coordinates"":[]}"
